date,price,bedrooms,bathrooms,floors,condition,yr_built,street,city,statezip,country
6/5/2014 0:00,499500,3,2.5,1.5,3,1988,30929 NE Cherry Valley Rd,Duvall,WA 98019,USA
6/5/2014 0:00,546000,2,1,1,3,1924,2707 Queen Anne Ave N,Seattle,WA 98109,USA
6/5/2014 0:00,292000,5,2.5,1,4,1989,12621 SE 222nd Pl,Kent,WA 98031,USA
6/5/2014 0:00,289000,3,2,1,3,1993,710 Victor St,Enumclaw,WA 98022,USA
6/5/2014 0:00,240000,3,1,1,4,1957,450 NE Birch St,Issaquah,WA 98027,USA
6/5/2014 0:00,395000,4,3,1,4,1983,16723 Corliss Pl N,Shoreline,WA 98133,USA
6/5/2014 0:00,795000,4,2.25,1,4,1967,4707 88th Ave SE,Mercer Island,WA 98040,USA
6/5/2014 0:00,955000,4,4.25,2,3,2001,12124 268th Dr NE,Duvall,WA 98019,USA
6/5/2014 0:00,725000,4,2.75,1,3,1977,1301 141st Pl NE,Bellevue,WA 98007,USA
6/5/2014 0:00,335000,4,2.5,2,3,2009,37540 32nd Pl S,Auburn,WA 98001,USA
6/5/2014 0:00,492000,4,3.75,2,4,1994,1410 SW 10th St,North Bend,WA 98045,USA
6/5/2014 0:00,250000,3,2.5,1,2,1976,17732 199th Pl NE,Woodinville,WA 98077,USA
6/5/2014 0:00,700000,3,1.75,1,3,1959,7529 Bagley Ave N,Seattle,WA 98103,USA
6/5/2014 0:00,545000,3,1.75,1.5,5,1931,14633 200th Ave SE,Renton,WA 98059,USA
6/5/2014 0:00,555000,4,2.75,1,4,1976,3005 177th Ave NE,Redmond,WA 98052,USA
6/5/2014 0:00,640000,3,1.75,1,5,1917,2955 36th Ave S,Seattle,WA 98144,USA
6/5/2014 0:00,390000,3,2,3,3,2003,7538 Roosevelt Way NE,Seattle,WA 98115,USA
6/5/2014 0:00,466500,3,1,1,3,1945,7550 19th Ave NW,Seattle,WA 98117,USA
6/5/2014 0:00,372500,3,1.5,1,3,1981,2522 230th Ave NE,Sammamish,WA 98074,USA
6/5/2014 0:00,1800000,5,4.5,2,3,2003,1404-1418 100th Ave NE,Bellevue,WA 98004,USA
6/5/2014 0:00,255000,3,2.5,2,3,1994,26300 127th Ave SE,Kent,WA 98030,USA
6/5/2014 0:00,466800,3,2.5,2,3,1996,5811 116th Ave NE,Kirkland,WA 98033,USA
6/5/2014 0:00,749000,3,2.5,2,3,1987,14583 NE 58th St,Bellevue,WA 98007,USA
6/5/2014 0:00,610000,4,1.75,2,3,1990,6194-6470 E Mercer Way,Mercer Island,WA 98040,USA
6/5/2014 0:00,356000,2,1,1,4,1914,5968 44th Ave S,Seattle,WA 98118,USA
6/5/2014 0:00,165000,3,1,1,4,1908,36255 52nd Ave S,Auburn,WA 98001,USA
6/5/2014 0:00,229000,2,1,1,3,1941,10427 18th Ave S,Seattle,WA 98168,USA
6/5/2014 0:00,530000,4,3.25,2,3,1973,24844 SE Mirrormont Pl,Issaquah,WA 98027,USA
6/5/2014 0:00,499950,3,2.5,2,3,2001,26508 NE Kennedy Dr,Duvall,WA 98019,USA
6/5/2014 0:00,619000,4,1.75,1.5,3,1926,8054 Brooklyn Ave NE,Seattle,WA 98115,USA
6/5/2014 0:00,547000,3,2.5,1,4,1968,10746 38th Ave NE,Seattle,WA 98125,USA
6/5/2014 0:00,359800,4,2.5,2,3,1999,5608 Elizabeth Loop SE,Auburn,WA 98092,USA
6/5/2014 0:00,499000,3,3.5,2,3,2008,3427 33rd Ave W,Seattle,WA 98199,USA
6/5/2014 0:00,189000,3,1,1,3,1958,17026 124th Ave SE,Renton,WA 98058,USA
6/5/2014 0:00,799000,4,3.5,2,3,1994,16034 SE 47th Ln,Bellevue,WA 98006,USA
6/5/2014 0:00,257000,4,2.75,1,3,1990,2829 SW 342nd Pl,Federal Way,WA 98023,USA
6/5/2014 0:00,270000,3,1.5,1,3,1957,13405 5th Ave SW,Burien,WA 98146,USA
6/5/2014 0:00,453500,4,1.75,1,3,1959,4404 SW 101st St,Seattle,WA 98146,USA
6/5/2014 0:00,237000,3,1,1,3,1954,18504 38th Ave S,SeaTac,WA 98188,USA
6/5/2014 0:00,456000,4,1.75,1,5,1947,13205 39th Ave NE,Seattle,WA 98125,USA
6/5/2014 0:00,355500,3,2.5,2,3,2004,28635 226th Ave SE,Maple Valley,WA 98038,USA
6/5/2014 0:00,299950,4,1.75,1,4,1965,13228 SE 294th Pl,Auburn,WA 98092,USA
6/5/2014 0:00,335000,3,2,1,3,1919,9432 25th Ave SW,Seattle,WA 98106,USA
6/5/2014 0:00,268500,4,2.5,2,3,2006,12519 SE 236th Pl,Kent,WA 98031,USA
6/5/2014 0:00,385000,3,2.25,1,3,1978,19215 58th Ave NE,Kenmore,WA 98028,USA
6/5/2014 0:00,376000,4,2.75,2,3,2005,25025 234th Pl SE,Maple Valley,WA 98038,USA
6/5/2014 0:00,605004,4,2,2,3,1951,2825 W Jameson St,Seattle,WA 98199,USA
6/5/2014 0:00,886000,4,2,1.5,4,1923,1926 E Lynn St,Seattle,WA 98112,USA
6/5/2014 0:00,560000,4,2.5,2,3,2003,13135 NE 139th St,Kirkland,WA 98034,USA
6/5/2014 0:00,343000,4,2.5,2,3,2004,28129 237th Ave SE,Maple Valley,WA 98038,USA
6/5/2014 0:00,1415000,4,5.25,2,3,1989,6324 160th Pl SE,Bellevue,WA 98006,USA
6/5/2014 0:00,270000,3,1,1,4,1968,20147 SE 152nd St,Renton,WA 98059,USA
6/5/2014 0:00,411605,4,2.5,2,3,2014,2723 55th St SE,Auburn,WA 98092,USA
6/5/2014 0:00,550000,4,2.5,2,3,2007,5314 NE 17th Pl,Renton,WA 98059,USA
6/5/2014 0:00,465000,3,2.25,2,3,2014,2716 E Yesler Way,Seattle,WA 98122,USA
6/5/2014 0:00,584000,3,2.5,2,3,2007,2027 Eastlake Ave E,Seattle,WA 98102,USA
6/5/2014 0:00,275000,3,3,2,3,2006,4022 S Bozeman St,Seattle,WA 98118,USA
6/5/2014 0:00,324500,3,2.5,2,3,2009,8132 Wolcott Ave S,Seattle,WA 98118,USA
6/5/2014 0:00,700000,3,2.5,2,3,2011,8708 12th Ave NW,Seattle,WA 98117,USA
6/6/2014 0:00,385200,4,1,1.5,3,1954,9014 34th Ave SW,Seattle,WA 98126,USA
6/6/2014 0:00,270000,4,2.25,1,4,1975,32624 39th Pl SW,Federal Way,WA 98023,USA
6/6/2014 0:00,735000,4,2.5,2,3,2013,3958 S Lucile St,Seattle,WA 98118,USA
6/6/2014 0:00,389250,2,1.5,1,3,1956,3738 SW Ida St,Seattle,WA 98126,USA
6/6/2014 0:00,315000,3,1.5,1,3,1954,32901 SE 43rd St,Fall City,WA 98024,USA
6/6/2014 0:00,545000,4,2.5,2,3,1990,9106 5th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,550000,3,1.5,1.5,3,1926,6810 31st Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,415000,3,1.75,1,3,1977,15505 180 Ave NE,Woodinville,WA 98072,USA
6/6/2014 0:00,387500,3,1,1,4,1953,18975 Marine View Dr SW,Normandy Park,WA 98166,USA
6/6/2014 0:00,432000,3,1.75,1,4,1939,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
6/6/2014 0:00,402000,3,2.5,1,4,1959,22728 10th Ave S,Des Moines,WA 98198,USA
6/6/2014 0:00,1035000,4,3.25,2,4,1960,Indian Trail,Burien,WA 98166,USA
6/6/2014 0:00,294700,3,2,1,4,1967,2604 S 357th St,Federal Way,WA 98003,USA
6/6/2014 0:00,744000,3,2.5,2,3,1986,6935 142nd Ct NE,Redmond,WA 98052,USA
6/6/2014 0:00,715000,3,2.5,2,3,1990,4967 165th Pl SE,Bellevue,WA 98006,USA
6/6/2014 0:00,500000,4,1,1.5,4,1904,3004 NW 59th St,Seattle,WA 98107,USA
6/6/2014 0:00,1300000,4,4,2,3,2004,1645 30th Ave NE,Issaquah,WA 98029,USA
6/6/2014 0:00,1150000,3,1.5,1,3,1979,2244 West Lake Sammamish Pkwy NE,Redmond,WA 98052,USA
6/6/2014 0:00,650000,4,2.5,2,3,1990,1920 224th Pl NE,Sammamish,WA 98074,USA
6/6/2014 0:00,435000,4,2.75,2,4,1983,19011 SE 283rd St,Kent,WA 98042,USA
6/6/2014 0:00,510000,3,1.75,1,3,1974,7517 128th Pl NE,Kirkland,WA 98033,USA
6/6/2014 0:00,525000,5,2.75,1,4,1972,12806 NE 141st Ct,Kirkland,WA 98034,USA
6/6/2014 0:00,920000,4,2.75,1.5,5,1928,1718 44th Ave SW,Seattle,WA 98116,USA
6/6/2014 0:00,200000,2,1,1,3,1962,34033 39th Ave S,Auburn,WA 98001,USA
6/6/2014 0:00,435000,2,1,1.5,5,1926,802 NE 80th St,Seattle,WA 98115,USA
6/6/2014 0:00,809950,4,2,1.5,5,1959,12519 SE 15th St,Bellevue,WA 98005,USA
6/6/2014 0:00,1370000,2,2.25,1.5,4,1936,6827 36th Ave NW,Seattle,WA 98117,USA
6/6/2014 0:00,455000,4,1.75,1,4,1959,17019 193rd Ave SE,Renton,WA 98058,USA
6/6/2014 0:00,471000,3,2.5,2,3,2001,23 Sunset Ct NW,Issaquah,WA 98027,USA
6/6/2014 0:00,253500,2,1,1,3,1948,8850 34th Ave SW,Seattle,WA 98126,USA
6/6/2014 0:00,185000,3,1,1,4,1953,16433 12th Ave SW,Burien,WA 98166,USA
6/6/2014 0:00,535500,3,1.5,2,4,1983,16718-16726 171st Pl NE,Woodinville,WA 98072,USA
6/6/2014 0:00,835000,2,2,1,3,2002,12439 235th Pl NE,Redmond,WA 98053,USA
6/6/2014 0:00,589500,4,2.5,2,3,2008,34917 SE Moffat St,Snoqualmie,WA 98065,USA
6/6/2014 0:00,680000,3,2.25,1,3,1975,1023 NW 166th St,Shoreline,WA 98177,USA
6/6/2014 0:00,360000,3,1.75,1.5,4,1953,1231 NE 148th St,Shoreline,WA 98155,USA
6/6/2014 0:00,595000,4,2.5,2,3,2005,1102 NW 56th St,Seattle,WA 98107,USA
6/6/2014 0:00,300000,4,2.5,2,3,1999,4620 SW 333rd Ct,Federal Way,WA 98023,USA
6/6/2014 0:00,660000,3,1.75,1.5,4,1926,6040 27th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,570000,3,2.5,2,3,1993,12032-12038 SE 76th St,Newcastle,WA 98056,USA
6/6/2014 0:00,285000,2,1,1,4,1943,10222 18th Ave SW,Seattle,WA 98146,USA
6/6/2014 0:00,435000,3,2,1,3,1940,830 Davis Pl S,Seattle,WA 98144,USA
6/6/2014 0:00,160000,3,1,1,2,1918,20505 Vashon Ave,Vashon,WA 98070,USA
6/6/2014 0:00,805000,5,2.5,1,3,1956,18015 15th Ave NW,Shoreline,WA 98177,USA
6/6/2014 0:00,450000,3,2.5,2,3,2005,2336 NE Park Dr,Issaquah,WA 98029,USA
6/6/2014 0:00,510000,4,1.5,1,4,1954,11240 106th Ave NE,Kirkland,WA 98033,USA
6/6/2014 0:00,1120000,5,2.75,1,5,1963,15530-15998 61st Ave NE,Kenmore,WA 98028,USA
6/6/2014 0:00,1280000,4,3.5,2,3,1999,1622 38th Ave E,Seattle,WA 98112,USA
6/6/2014 0:00,539000,3,2,1,3,1985,21132 NE 42nd St,Sammamish,WA 98074,USA
6/6/2014 0:00,407193,4,2,2,3,1978,31229 NE 111th St,Carnation,WA 98014,USA
6/6/2014 0:00,320000,3,1.75,1,4,1983,99 17th Ave,Milton,WA 98354,USA
6/6/2014 0:00,739000,4,3,2,5,1919,6326 20th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,452000,2,1.75,1,4,1946,9411 44th Pl NE,Seattle,WA 98115,USA
6/6/2014 0:00,600000,4,2.5,2,3,2001,22801-22899 NE 100th Pl,Redmond,WA 98053,USA
6/6/2014 0:00,279000,5,2.5,2,3,2012,6421 S 124th St,Seattle,WA 98178,USA
6/6/2014 0:00,895000,4,3,2,3,2013,1852 271st Ave SE,Sammamish,WA 98075,USA
6/6/2014 0:00,585000,4,2.5,2,3,2008,360 SE Bush St,Issaquah,WA 98027,USA
6/6/2014 0:00,405000,2,2,2,3,2007,1111 29th Ave,Seattle,WA 98122,USA
6/6/2014 0:00,837219,5,2.75,2,3,2014,1855-1899 212th Ave SE,Sammamish,WA 98075,USA
6/6/2014 0:00,969990,4,2.5,2,3,2014,3324 225th Ave SE,Sammamish,WA 98075,USA
6/7/2014 0:00,490000,3,3,3,3,1985,2639 NW 86th St,Seattle,WA 98117,USA
6/7/2014 0:00,611000,6,2.5,1,4,1974,820 Idylwood Dr SW,Issaquah,WA 98027,USA
6/7/2014 0:00,462000,4,2.5,2,3,2006,3474 Wells Ave S,Renton,WA 98055,USA
6/8/2014 0:00,540000,4,2.5,2,3,1994,25025 SE 42nd St,Issaquah,WA 98029,USA
6/8/2014 0:00,260000,4,2.5,2,3,2007,16603 113th Ave SE,Renton,WA 98055,USA
6/8/2014 0:00,510000,4,2.25,2,3,1976,18121 197th Pl NE,Woodinville,WA 98077,USA
6/8/2014 0:00,567500,3,2.5,2,3,2001,7075-7131 Thompson Ave SE,Snoqualmie,WA 98065,USA
6/8/2014 0:00,445000,2,1,1,3,1915,1608 N 50th St,Seattle,WA 98103,USA
6/8/2014 0:00,684680,4,2.25,2,4,1979,16314 NE 46th St,Redmond,WA 98052,USA
6/8/2014 0:00,2700000,4,3.25,2,3,2001,17834 SE 40th Pl,Bellevue,WA 98008,USA
6/8/2014 0:00,455000,3,1,1.5,3,1927,5606 8th Ave NE,Seattle,WA 98105,USA
6/8/2014 0:00,540000,5,3,2,3,2007,11175 NE 162nd St,Bothell,WA 98011,USA
6/8/2014 0:00,530000,3,2.75,2,3,2009,353 Bronson Way NE,Renton,WA 98056,USA
6/9/2014 0:00,410000,3,1,1,4,1956,10711 Ashworth Ave N,Seattle,WA 98133,USA
6/9/2014 0:00,450000,3,1.75,1,3,1940,12016 23rd Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,609900,4,2.5,2,3,2006,27465 254th Way SE,Maple Valley,WA 98038,USA
6/9/2014 0:00,648000,4,2.5,2,3,1992,3008 233rd Ave SE,Issaquah,WA 98075,USA
6/9/2014 0:00,550000,3,2.5,2,3,2005,24811 SE 19th St,Sammamish,WA 98075,USA
6/9/2014 0:00,347000,3,1.75,1,4,1978,22207 Daeila Dr,Sammamish,WA 98074,USA
6/9/2014 0:00,1635000,5,3.5,1,3,1958,400 Detwiller Ln,Bellevue,WA 98004,USA
6/9/2014 0:00,1339000,4,2.5,2,4,1972,9426 SE 52nd St,Mercer Island,WA 98040,USA
6/9/2014 0:00,288350,3,1.5,1,3,1963,5162 S 170th St,Tukwila,WA 98188,USA
6/9/2014 0:00,1150000,3,2.5,1,4,1954,9824 NE 13th St,Bellevue,WA 98004,USA
6/9/2014 0:00,525000,3,3,2,4,1980,25616 SE 152nd St,Issaquah,WA 98027,USA
6/9/2014 0:00,250250,3,2.25,2,4,1969,3652 SW 328th St,Federal Way,WA 98023,USA
6/9/2014 0:00,341000,4,1.75,1,4,1975,16016 SE 173rd St,Renton,WA 98058,USA
6/9/2014 0:00,700000,4,3,2,3,2000,24012 SE 13th Pl,Sammamish,WA 98075,USA
6/9/2014 0:00,390000,4,1.75,1.5,4,1968,16518-16526 147th Ave SE,Renton,WA 98058,USA
6/9/2014 0:00,539950,3,2.25,1,4,1963,3600-3698 Wells Ave N,Renton,WA 98056,USA
6/9/2014 0:00,552000,2,2.5,3,3,2006,5010 Greenwood Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,250000,5,1.5,1.5,4,1928,2134 Montgomery Ave,Enumclaw,WA 98022,USA
6/9/2014 0:00,502000,3,1.75,1,4,1963,16805 NE 12th St,Bellevue,WA 98008,USA
6/9/2014 0:00,480000,4,1.75,2,4,1964,16905 33rd Ave SW,Burien,WA 98166,USA
6/9/2014 0:00,378500,2,1,1,3,1946,2048 NE 97th St,Seattle,WA 98115,USA
6/9/2014 0:00,1350000,4,3.25,2,5,1985,9213 SE 68th St,Mercer Island,WA 98040,USA
6/9/2014 0:00,1900000,4,3.25,2,3,1978,13117 NE 33rd St,Bellevue,WA 98005,USA
6/9/2014 0:00,605000,3,2.5,2,3,1981,16901-17007 NE 160th Pl,Woodinville,WA 98072,USA
6/9/2014 0:00,307550,4,2.5,2,3,2003,11717 SE 234th Pl,Kent,WA 98031,USA
6/9/2014 0:00,304700,2,1,1,4,1949,13715 Wallingford Ave N,Seattle,WA 98133,USA
6/9/2014 0:00,568000,3,1.75,1,4,1977,5404-5410 Beach Dr SW,Seattle,WA 98136,USA
6/9/2014 0:00,385000,3,1.75,1,3,1987,14407 88th Ave NE,Kirkland,WA 98034,USA
6/9/2014 0:00,345000,3,2.5,3,3,2008,717 N 95th St,Seattle,WA 98103,USA
6/9/2014 0:00,435000,3,2.25,1,4,1973,1021 NE 120th St,Seattle,WA 98125,USA
6/9/2014 0:00,579000,2,2,1,3,2003,12524 231st Ave NE,Redmond,WA 98053,USA
6/9/2014 0:00,236000,3,1.75,1,3,1998,3802 I Pl NE,Auburn,WA 98002,USA
6/9/2014 0:00,305100,3,2,1,4,1974,18429 W Lake Desire Dr SE,Renton,WA 98058,USA
6/9/2014 0:00,368000,3,1.75,1,4,1958,15303 75th Ave NE,Kenmore,WA 98028,USA
6/9/2014 0:00,255000,2,1,1,5,1917,22018 8th Pl S,Des Moines,WA 98198,USA
6/9/2014 0:00,400000,2,1,1,3,1942,3922 SW Kenyon St,Seattle,WA 98136,USA
6/9/2014 0:00,440000,3,1.75,1,3,1948,13749 1st Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,417000,2,1,1,3,1919,6321 51st Ave S,Seattle,WA 98118,USA
6/9/2014 0:00,435000,2,1,1,3,1906,1111 NW 64th St,Seattle,WA 98107,USA
6/9/2014 0:00,475000,4,2.75,1,5,1952,19523 53rd Ave NE,Lake Forest Park,WA 98155,USA
6/9/2014 0:00,563500,4,2.5,2,3,2001,15415 279th Pl NE,Duvall,WA 98019,USA
6/9/2014 0:00,285000,3,2.25,2,3,1987,20615 SE 334th St,Auburn,WA 98092,USA
6/9/2014 0:00,471000,4,2.5,2,3,1998,275 SE 10th Cir,North Bend,WA 98045,USA
6/9/2014 0:00,500000,4,1.75,1.5,4,1965,16725 NE 22nd St,Bellevue,WA 98008,USA
6/9/2014 0:00,640000,3,2.5,2,3,1991,23359 NE 24th Pl,Sammamish,WA 98074,USA
6/9/2014 0:00,442500,4,2.5,2,3,1992,27518 NE 147th Ln,Duvall,WA 98019,USA
6/9/2014 0:00,213400,3,1.5,1,4,1963,11002 SE 180th St,Renton,WA 98055,USA
6/9/2014 0:00,831000,4,2.5,1.5,4,1926,3912 Ashworth Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,325000,3,2,1,3,1986,14329 275th Ave NE,Duvall,WA 98019,USA
6/9/2014 0:00,425000,2,1,1,4,1905,6311-6399 28th Ave NW,Seattle,WA 98107,USA
6/9/2014 0:00,550000,4,2.5,1,4,1968,3946 SW Portland St,Seattle,WA 98136,USA
6/9/2014 0:00,599950,4,3.5,2,3,1991,24702 132nd Ct SE,Kent,WA 98042,USA
6/9/2014 0:00,1225000,4,2.5,2,3,1984,2557 Medina Cir,Medina,WA 98039,USA
6/9/2014 0:00,750000,4,3.25,2,4,1987,427 27th Ave E,Seattle,WA 98112,USA
6/9/2014 0:00,290000,4,3,2,3,1974,312 Wells Ave N,Renton,WA 98057,USA
6/9/2014 0:00,270000,4,2.75,1,3,1999,2820 V Ct SE,Auburn,WA 98002,USA
6/9/2014 0:00,229950,4,1.75,1,4,1969,32838 38th Ave S,Federal Way,WA 98001,USA
6/9/2014 0:00,234999,3,1,1,3,1948,4725 S 172nd St,SeaTac,WA 98188,USA
6/9/2014 0:00,265000,2,1,1,3,1960,32823 NE 195th St,Duvall,WA 98019,USA
6/9/2014 0:00,367300,4,2.75,2,3,1993,4816 S 277th Pl,Auburn,WA 98001,USA
6/9/2014 0:00,550000,3,1.75,1.5,3,1900,929 24th Ave,Seattle,WA 98122,USA
6/9/2014 0:00,743700,4,2.5,2,3,1988,21306 NE 69th Ct,Redmond,WA 98053,USA
6/9/2014 0:00,352750,2,1.75,2,3,2008,323 25th Ave S,Seattle,WA 98144,USA
6/9/2014 0:00,403950,2,1,2,4,1943,2360 Fairview Ave E,Seattle,WA 98102,USA
6/9/2014 0:00,980000,4,2.5,1.5,5,1909,2518 1st Ave W,Seattle,WA 98119,USA
6/9/2014 0:00,585000,4,1.75,2,3,1937,18206 McLean Rd SW,Vashon,WA 98070,USA
6/9/2014 0:00,554000,3,1.75,1,3,1977,1829 140th Ave SE,Bellevue,WA 98005,USA
6/9/2014 0:00,546000,3,2.5,2,3,1998,15004 NE 8th Pl,Bellevue,WA 98007,USA
6/9/2014 0:00,280000,2,1.75,1.5,2,1948,7704 376th Ave SE,Snoqualmie,WA 98065,USA
6/9/2014 0:00,212500,2,2,1,4,1938,12450 2nd Ave S,Seattle,WA 98168,USA
6/9/2014 0:00,739000,4,2.5,2,3,1999,6209 284th Way NE,Carnation,WA 98014,USA
6/9/2014 0:00,428000,3,2,1,3,1986,8519 Fremont Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,965000,4,2.25,1,4,1981,14461 156th Ave NE,Woodinville,WA 98072,USA
6/9/2014 0:00,364900,3,3,2,3,1997,13124 SE 223rd Ct,Kent,WA 98031,USA
6/9/2014 0:00,559000,3,1.5,1,4,1948,8328 14th Ave NW,Seattle,WA 98117,USA
6/9/2014 0:00,213000,4,1.75,1,2,1978,32835 38th Ct SW,Federal Way,WA 98023,USA
6/9/2014 0:00,620000,3,2.5,2,3,2004,11331 19th Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,240000,4,1,1.5,3,1934,9817 26th Ave SW,Seattle,WA 98106,USA
6/9/2014 0:00,852500,3,2.5,1,4,1967,14008 SE 45th Ct,Bellevue,WA 98006,USA
6/9/2014 0:00,600000,3,2.5,2,3,2004,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA
6/9/2014 0:00,410000,3,2.5,2,3,2006,33823 SE Odell St,Snoqualmie,WA 98065,USA
6/9/2014 0:00,328000,3,1.75,2,3,1977,31720 NE 123rd St,Duvall,WA 98019,USA
6/9/2014 0:00,625000,3,1.75,1,3,1958,2022 123rd Ave SE,Bellevue,WA 98005,USA
6/9/2014 0:00,649950,4,2.5,2,4,1994,21601-21799 NE 175th St,Woodinville,WA 98077,USA
6/9/2014 0:00,235000,3,1,1.5,3,1944,13726-13736 8th Ave SW,Burien,WA 98166,USA
6/9/2014 0:00,489000,3,3.5,2,3,2004,6008 14th Ave NW,Seattle,WA 98107,USA
6/9/2014 0:00,536000,3,2.5,2,3,2005,1706 251st Pl SE,Sammamish,WA 98075,USA
6/9/2014 0:00,400000,4,3.5,2.5,3,2013,3704 NE 14th St,Renton,WA 98056,USA
6/9/2014 0:00,398000,3,2.5,2,3,2004,6006 41st Ave SW,Seattle,WA 98136,USA
6/9/2014 0:00,379000,4,1.5,1,4,1960,11303 146th Ave SE,Renton,WA 98059,USA
6/9/2014 0:00,345000,2,1.5,2,3,2008,1718-1748 21st Ave S,Seattle,WA 98144,USA
6/9/2014 0:00,365000,3,2.5,2,3,2011,2803 SW Bataan St,Seattle,WA 98126,USA
6/9/2014 0:00,315000,3,2.5,2,3,2010,2202 SW Elmgrove St,Seattle,WA 98106,USA
6/10/2014 0:00,571000,4,2,1.5,5,1916,12042 38th Ave NE,Seattle,WA 98125,USA
6/10/2014 0:00,1025000,5,4,2,3,1983,4143 118th Ave NE,Kirkland,WA 98033,USA
6/10/2014 0:00,695000,3,2.75,2,3,2005,1306 236th Pl NE,Sammamish,WA 98074,USA
6/10/2014 0:00,225000,3,1.75,1,3,1979,18035 SE 262nd Pl,Covington,WA 98042,USA
6/10/2014 0:00,740000,3,2.5,2,3,1995,7617 245th Way NE,Redmond,WA 98053,USA
6/10/2014 0:00,315000,4,2.5,2,4,1992,12108 SE 218th Pl,Kent,WA 98031,USA
6/10/2014 0:00,1230000,4,2.5,2,3,2001,7024 SE 20th St,Mercer Island,WA 98040,USA
6/10/2014 0:00,420000,2,1,1,4,1916,7743 27th Ave NW,Seattle,WA 98117,USA
6/10/2014 0:00,310000,3,1.75,1,4,1984,2714 NE 4th Ct,Renton,WA 98056,USA
6/10/2014 0:00,700000,3,2,1,5,1954,7735 27th Ave NW,Seattle,WA 98117,USA
6/10/2014 0:00,269000,3,2.5,2,3,2003,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
6/10/2014 0:00,369990,4,2.5,2,3,2002,2125 NE 6th Cir,Renton,WA 98056,USA
6/10/2014 0:00,800000,3,2.25,2,4,1926,2565-2599 3rd Ave W,Seattle,WA 98119,USA
6/10/2014 0:00,569000,5,3,1,5,1952,5011 NE 180th St,Lake Forest Park,WA 98155,USA
6/10/2014 0:00,175000,6,1.5,1,3,1971,416 SW 130th St,Burien,WA 98146,USA
6/10/2014 0:00,440000,3,1.5,3,3,2000,4507 Linden Ave N,Seattle,WA 98103,USA
6/10/2014 0:00,435000,5,2.25,1,3,1986,4309 327th Pl SE,Fall City,WA 98024,USA
6/10/2014 0:00,345000,3,1.75,1,4,1955,16000-16098 15th Ave NE,Shoreline,WA 98155,USA
6/10/2014 0:00,558000,4,2,1,3,1900,729 23rd Ave,Seattle,WA 98122,USA
6/10/2014 0:00,475000,2,1.75,1,3,1983,5050-5132 Foster Ave SE,Auburn,WA 98092,USA
6/10/2014 0:00,490000,3,2,2,3,1980,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,USA
6/10/2014 0:00,335000,3,1.75,1,4,1978,4618 NE 22nd Pl,Renton,WA 98059,USA
6/10/2014 0:00,350000,2,0.75,1.5,4,1978,17404 94th Ave SW,Vashon,WA 98070,USA
6/10/2014 0:00,100000,4,1,1,3,1939,1006 N 5th St,Renton,WA 98057,USA
6/10/2014 0:00,417500,4,1,1.5,4,1941,115 NW 132nd St,Seattle,WA 98177,USA
6/10/2014 0:00,253000,3,1.75,1,3,1962,4056 S 151st St,Tukwila,WA 98188,USA
6/10/2014 0:00,1240000,5,3,2,3,1923,4007 48th Ave NE,Seattle,WA 98105,USA
6/10/2014 0:00,490000,4,2.5,2,4,1994,26529 161st Ave SE,Covington,WA 98042,USA
6/10/2014 0:00,470000,3,1.75,1,3,1965,5319 NE 201st Pl,Lake Forest Park,WA 98155,USA
6/10/2014 0:00,483300,4,2,1,4,1955,3911 147th Ave SE,Bellevue,WA 98006,USA
6/10/2014 0:00,659000,3,2.5,2,3,1996,2651 230th Ave SE,Sammamish,WA 98075,USA
6/10/2014 0:00,480000,4,1.75,1,3,1910,3149 35th Ave S,Seattle,WA 98144,USA
6/10/2014 0:00,165000,3,1,1,3,1965,13240 Occidental Ave S,Burien,WA 98168,USA
6/10/2014 0:00,659500,3,1.75,1,4,1957,4115 NE 62nd St,Seattle,WA 98115,USA
6/10/2014 0:00,219900,3,1,1,4,1967,31716 6th Ave S,Federal Way,WA 98003,USA
6/10/2014 0:00,315000,2,1,1,4,1924,5237 Martin Luther King Jr Way S,Seattle,WA 98118,USA
6/10/2014 0:00,250000,3,1.75,1,3,1984,12033 SE 223rd Dr,Kent,WA 98031,USA
6/10/2014 0:00,268000,2,1,1,3,1943,3010 S Holden St,Seattle,WA 98108,USA
6/10/2014 0:00,380000,4,1.5,1,3,1959,236 NW 176th Pl,Shoreline,WA 98177,USA
6/10/2014 0:00,499000,2,1,1,3,1926,637 NW 74th St,Seattle,WA 98117,USA
6/10/2014 0:00,285000,2,2,1,3,1946,15923 Vashon Hwy SW,Vashon,WA 98070,USA
